date,property_type,asking_price,transaction_price,Rents - Industrial and commercial space ,Rents - Office space ,Rents - Rental housing units ,Rents - Retail space ,Acquisition of Swiss citizenship,Deaths,Emigration,Immigration,Live births,Natural Change,Net migration,Statistical adjustments,Switzerland - CHF - SARON - 1 day,Switzerland - CHF - Call money rate (Tomorrow next) - 1 day,Switzerland - CHF - Money market debt register claims of the Swiss Confederation - 3-month,Switzerland - CHF - CHF LIBOR - 3-month,United States - USD - SOFR - 1-day,United States - USD - USD LIBOR - 3-month,Japan - JPY - TONA - 1-day,Japan - JPY - JPY LIBOR - 3-month,United Kingdom - GBP - SONIA - 1-day,United Kingdom - GBP - GBP LIBOR - 3-month,Euro area - EUR - ESTR - 1-day,Euro area - EUR - EURIBOR - 3-month,Euro area - EUR - EUR LIBOR - 3-month,Origination - Relevant foreign currency positions,Origination - Securities portfolio,Origination - Money market transactions,Origination - Other,Origination - Monetary base,Utilisation - Banknotes in circulation,Utilisation - Sight deposit accounts of domestic banks,Utilisation - Monetary base,Seasonally adjusted - Monetary base,Seasonally adjusted - Seasonal factor,Change from the corresponding month of the previous year - Currency in circulation,Change from the corresponding month of the previous year - Deposits in transaction accounts,Change from the corresponding month of the previous year - Monetary aggregate M1,Change from the corresponding month of the previous year - Monetary aggregate M2,Change from the corresponding month of the previous year - Monetary aggregate M3,Change from the corresponding month of the previous year - Savings deposits,Change from the corresponding month of the previous year - Sight deposits,Change from the corresponding month of the previous year - Time deposits,Level - Currency in circulation,Level - Deposits in transaction accounts,Level - Monetary aggregate M1,Level - Monetary aggregate M2,Level - Monetary aggregate M3,Level - Savings deposits,Level - Sight deposits,Level - Time deposits,Banks in Switzerland - Total domestic and foreign - Total loans - Utilisation,Banks in Switzerland - Total domestic and foreign - Total loans - Credit lines,Banks in Switzerland - Total domestic and foreign - Mortgage loans - Utilisation,Banks in Switzerland - Total domestic and foreign - Other loans - Total - Utilisation,Banks in Switzerland - Total domestic and foreign - Other loans - secured - Utilisation,Banks in Switzerland - Total domestic and foreign - Other loans - unsecured - Utilisation,Banks in Switzerland - Domestic - Total loans - Utilisation,Banks in Switzerland - Domestic - Total loans - Credit lines,Banks in Switzerland - Domestic - Mortgage loans - Utilisation,Banks in Switzerland - Domestic - Other loans - Total - Utilisation,Banks in Switzerland - Domestic - Other loans - secured - Utilisation,Banks in Switzerland - Domestic - Other loans - unsecured - Utilisation,Banks in Switzerland - Foreign - Total loans - Utilisation,Banks in Switzerland - Foreign - Total loans - Credit lines,Banks in Switzerland - Foreign - Mortgage loans - Utilisation,Banks in Switzerland - Foreign - Other loans - Total - Utilisation,Banks in Switzerland - Foreign - Other loans - secured - Utilisation,Banks in Switzerland - Foreign - Other loans - unsecured - Utilisation,"Value, in CHF millions - Gross domestic product",population,SFSO - Inflation according to the national consumer price index
1999-01-01,Single-family houses,99.08164045177773,97.16649271281163,99.00509355975244,96.96563276267345,99.73256511414866,94.01391933851436,20363.0,62503.0,91804.0,107953.0,78408.0,15905.0,16149.0,8853.0,1.25086,0.94531,1.1735,1.40903,,5.47215,0.05667,0.21024,5.49213,5.55151,,2.977,2.97721,66065.33333,4918.5,16874.25,53358.41667,34499.66667,30810.16667,3689.5,34499.66667,34456.58333,1.001,3.39807,7.05907,8.60252,3.25604,1.29166,-1.83045,11.2765,-8.02836,28915.16667,73595.08333,208426.91667,406280.83333,479797.25,197853.91667,105916.66667,73516.41667,679329.83333,838245.66667,448365.0,230964.41667,,,589372.58333,702807.83333,437531.66667,151841.0,,,89957.33333,135437.75,10833.66667,79123.75,,,447010.87261,7143991.0,0.80833
2000-01-01,Apartment buildings,,76.23568896032172,100.0,100.0,100.0,100.0,28700.0,62528.0,90078.0,110302.0,78458.0,15930.0,20224.0,3457.0,2.74534,2.79021,2.92908,3.17333,,6.55813,0.12083,0.29942,5.81555,6.19414,,4.4685,4.46703,80716.0,4970.25,19312.83333,70202.41667,34796.66667,31550.25,3246.41667,34796.66667,34800.0,0.9999,2.38063,0.46978,-1.8273,-4.99949,-1.50282,-8.33208,-4.54065,18.14877,29599.08333,73901.0,204529.5,385947.91667,472590.0,181418.41667,101029.41667,86642.08333,703835.25,868056.41667,451080.08333,252755.25,,,599671.58333,705970.08333,441501.5,158170.08333,,,104163.83333,162086.33333,9578.58333,94585.16667,,,471707.25335,7184250.0,1.55
2000-01-01,Privately owned apartments,100.0,100.0,100.0,100.0,100.0,100.0,28700.0,62528.0,90078.0,110302.0,78458.0,15930.0,20224.0,3457.0,2.74534,2.79021,2.92908,3.17333,,6.55813,0.12083,0.29942,5.81555,6.19414,,4.4685,4.46703,80716.0,4970.25,19312.83333,70202.41667,34796.66667,31550.25,3246.41667,34796.66667,34800.0,0.9999,2.38063,0.46978,-1.8273,-4.99949,-1.50282,-8.33208,-4.54065,18.14877,29599.08333,73901.0,204529.5,385947.91667,472590.0,181418.41667,101029.41667,86642.08333,703835.25,868056.41667,451080.08333,252755.25,,,599671.58333,705970.08333,441501.5,158170.08333,,,104163.83333,162086.33333,9578.58333,94585.16667,,,471707.25335,7184250.0,1.55
2000-01-01,Single-family houses,100.0,100.0,100.0,100.0,100.0,100.0,28700.0,62528.0,90078.0,110302.0,78458.0,15930.0,20224.0,3457.0,2.74534,2.79021,2.92908,3.17333,,6.55813,0.12083,0.29942,5.81555,6.19414,,4.4685,4.46703,80716.0,4970.25,19312.83333,70202.41667,34796.66667,31550.25,3246.41667,34796.66667,34800.0,0.9999,2.38063,0.46978,-1.8273,-4.99949,-1.50282,-8.33208,-4.54065,18.14877,29599.08333,73901.0,204529.5,385947.91667,472590.0,181418.41667,101029.41667,86642.08333,703835.25,868056.41667,451080.08333,252755.25,,,599671.58333,705970.08333,441501.5,158170.08333,,,104163.83333,162086.33333,9578.58333,94585.16667,,,471707.25335,7184250.0,1.55
2001-01-01,Apartment buildings,,76.77704585992541,98.10294653363407,104.80127850628548,101.83568360450961,99.33741061474657,27583.0,61228.0,82234.0,124077.0,72295.0,11067.0,41843.0,5105.0,2.78423,2.85083,2.67625,2.86264,,3.61255,0.06508,0.1351,5.19791,4.99202,,4.19825,4.19829,87556.25,5747.0,17487.16667,74491.5,36298.91667,33047.08333,3251.83333,36298.91667,36303.5,0.99992,5.09013,1.6534,1.01731,-2.08788,3.18707,-5.58421,-0.62392,27.47797,31119.0,75067.33333,206528.41667,377626.5,487605.66667,171098.08333,100342.08333,109979.16667,715805.83333,899978.33333,453290.83333,262515.0,,,610940.25,721631.08333,450007.5,160932.33333,,,104865.83333,178347.16667,3283.08333,101582.5,,,483978.42518,7229854.0,1.00833
2001-01-01,Privately owned apartments,104.29728972343595,101.5038543253528,98.10294653363407,104.80127850628548,101.83568360450961,99.33741061474657,27583.0,61228.0,82234.0,124077.0,72295.0,11067.0,41843.0,5105.0,2.78423,2.85083,2.67625,2.86264,,3.61255,0.06508,0.1351,5.19791,4.99202,,4.19825,4.19829,87556.25,5747.0,17487.16667,74491.5,36298.91667,33047.08333,3251.83333,36298.91667,36303.5,0.99992,5.09013,1.6534,1.01731,-2.08788,3.18707,-5.58421,-0.62392,27.47797,31119.0,75067.33333,206528.41667,377626.5,487605.66667,171098.08333,100342.08333,109979.16667,715805.83333,899978.33333,453290.83333,262515.0,,,610940.25,721631.08333,450007.5,160932.33333,,,104865.83333,178347.16667,3283.08333,101582.5,,,483978.42518,7229854.0,1.00833
2001-01-01,Single-family houses,101.92728465391963,102.556347698754,98.10294653363407,104.80127850628548,101.83568360450961,99.33741061474657,27583.0,61228.0,82234.0,124077.0,72295.0,11067.0,41843.0,5105.0,2.78423,2.85083,2.67625,2.86264,,3.61255,0.06508,0.1351,5.19791,4.99202,,4.19825,4.19829,87556.25,5747.0,17487.16667,74491.5,36298.91667,33047.08333,3251.83333,36298.91667,36303.5,0.99992,5.09013,1.6534,1.01731,-2.08788,3.18707,-5.58421,-0.62392,27.47797,31119.0,75067.33333,206528.41667,377626.5,487605.66667,171098.08333,100342.08333,109979.16667,715805.83333,899978.33333,453290.83333,262515.0,,,610940.25,721631.08333,450007.5,160932.33333,,,104865.83333,178347.16667,3283.08333,101582.5,,,483978.42518,7229854.0,1.00833
2002-01-01,Apartment buildings,,75.77592317992718,99.7068695255227,106.64583984395549,105.40160017935169,103.66350187888902,36515.0,61768.0,78419.0,127340.0,72372.0,10604.0,48921.0,-1325.0,0.87583,0.9525,0.93542,1.12847,,1.78312,0.008,0.07698,4.07627,4.06199,,3.30825,3.30648,86458.91667,6395.66667,21581.58333,76052.5,38383.66667,35125.5,3258.16667,38383.66667,38384.16667,1.00004,5.52498,7.85699,8.65063,8.59848,4.23418,8.55375,10.27596,-10.57712,32790.16667,80951.58333,224406.58333,410099.25,508241.58333,185692.66667,110664.83333,98142.33333,713615.58333,878852.66667,470501.66667,243114.08333,,,615767.83333,712718.91667,466490.33333,149277.58333,,,97847.75,166133.91667,4011.16667,93836.41667,,,482509.49014,7284753.0,0.63333
2002-01-01,Privately owned apartments,112.4007867833266,102.72078624067764,99.7068695255227,106.64583984395549,105.40160017935169,103.66350187888902,36515.0,61768.0,78419.0,127340.0,72372.0,10604.0,48921.0,-1325.0,0.87583,0.9525,0.93542,1.12847,,1.78312,0.008,0.07698,4.07627,4.06199,,3.30825,3.30648,86458.91667,6395.66667,21581.58333,76052.5,38383.66667,35125.5,3258.16667,38383.66667,38384.16667,1.00004,5.52498,7.85699,8.65063,8.59848,4.23418,8.55375,10.27596,-10.57712,32790.16667,80951.58333,224406.58333,410099.25,508241.58333,185692.66667,110664.83333,98142.33333,713615.58333,878852.66667,470501.66667,243114.08333,,,615767.83333,712718.91667,466490.33333,149277.58333,,,97847.75,166133.91667,4011.16667,93836.41667,,,482509.49014,7284753.0,0.63333
2002-01-01,Single-family houses,106.64691797315835,101.46541843587896,99.7068695255227,106.64583984395549,105.40160017935169,103.66350187888902,36515.0,61768.0,78419.0,127340.0,72372.0,10604.0,48921.0,-1325.0,0.87583,0.9525,0.93542,1.12847,,1.78312,0.008,0.07698,4.07627,4.06199,,3.30825,3.30648,86458.91667,6395.66667,21581.58333,76052.5,38383.66667,35125.5,3258.16667,38383.66667,38384.16667,1.00004,5.52498,7.85699,8.65063,8.59848,4.23418,8.55375,10.27596,-10.57712,32790.16667,80951.58333,224406.58333,410099.25,508241.58333,185692.66667,110664.83333,98142.33333,713615.58333,878852.66667,470501.66667,243114.08333,,,615767.83333,712718.91667,466490.33333,149277.58333,,,97847.75,166133.91667,4011.16667,93836.41667,,,482509.49014,7284753.0,0.63333
2003-01-01,Apartment buildings,,77.17177591568746,103.539456977442,106.0919773431491,108.82208243036709,104.95341430771259,35424.0,63070.0,76756.0,119783.0,71848.0,8778.0,43027.0,-1510.0,0.18932,0.17083,0.15817,0.32917,,1.21521,0.004,0.05788,3.68672,3.7465,,2.30425,2.30278,85814.33333,7419.83333,23204.25,76026.08333,40412.33333,35662.58333,4749.75,40412.33333,40417.33333,1.00014,1.29236,11.39896,21.84031,17.58139,8.63848,12.43773,35.55654,-29.07114,33207.08333,90186.66667,273545.16667,482276.0,552156.91667,208730.83333,150151.41667,69880.91667,707317.25,873483.83333,488054.41667,219263.16667,,,616934.58333,713864.83333,483537.33333,133397.25,,,90382.83333,159619.08333,4517.25,85865.58333,,,487659.86504,7339001.0,0.625
2003-01-01,Privately owned apartments,119.4837963452525,105.50710448815681,103.539456977442,106.0919773431491,108.82208243036709,104.95341430771259,35424.0,63070.0,76756.0,119783.0,71848.0,8778.0,43027.0,-1510.0,0.18932,0.17083,0.15817,0.32917,,1.21521,0.004,0.05788,3.68672,3.7465,,2.30425,2.30278,85814.33333,7419.83333,23204.25,76026.08333,40412.33333,35662.58333,4749.75,40412.33333,40417.33333,1.00014,1.29236,11.39896,21.84031,17.58139,8.63848,12.43773,35.55654,-29.07114,33207.08333,90186.66667,273545.16667,482276.0,552156.91667,208730.83333,150151.41667,69880.91667,707317.25,873483.83333,488054.41667,219263.16667,,,616934.58333,713864.83333,483537.33333,133397.25,,,90382.83333,159619.08333,4517.25,85865.58333,,,487659.86504,7339001.0,0.625
2003-01-01,Single-family houses,109.8273951457238,103.0928800848385,103.539456977442,106.0919773431491,108.82208243036709,104.95341430771259,35424.0,63070.0,76756.0,119783.0,71848.0,8778.0,43027.0,-1510.0,0.18932,0.17083,0.15817,0.32917,,1.21521,0.004,0.05788,3.68672,3.7465,,2.30425,2.30278,85814.33333,7419.83333,23204.25,76026.08333,40412.33333,35662.58333,4749.75,40412.33333,40417.33333,1.00014,1.29236,11.39896,21.84031,17.58139,8.63848,12.43773,35.55654,-29.07114,33207.08333,90186.66667,273545.16667,482276.0,552156.91667,208730.83333,150151.41667,69880.91667,707317.25,873483.83333,488054.41667,219263.16667,,,616934.58333,713864.83333,483537.33333,133397.25,,,90382.83333,159619.08333,4517.25,85865.58333,,,487659.86504,7339001.0,0.625
2004-01-01,Apartment buildings,,80.4984665863478,103.26578428703017,106.49412787941095,112.5591306155973,107.75426860287168,35685.0,60180.0,79726.0,120188.0,73082.0,12902.0,40462.0,-2410.0,0.28546,0.2825,0.36608,0.48486,,1.67745,0.002,0.05106,4.34823,4.67674,,2.104,2.1031,86848.83333,7579.58333,22119.41667,74839.83333,41708.0,36263.91667,5444.08333,41708.0,41710.16667,0.99994,1.44642,3.26798,6.0488,4.85027,3.78016,3.47382,9.24395,1.68572,33687.08333,93047.16667,288473.33333,504374.0,572835.41667,215900.66667,161739.08333,68461.41667,733775.16667,934022.41667,508310.08333,225465.08333,,,629582.25,736031.91667,502715.0,126867.08333,,,104192.58333,197990.58333,5594.91667,98597.75,,,501701.46634,7389625.0,0.8
2004-01-01,Privately owned apartments,122.51564526921092,109.6076464564208,103.26578428703017,106.49412787941095,112.5591306155973,107.75426860287168,35685.0,60180.0,79726.0,120188.0,73082.0,12902.0,40462.0,-2410.0,0.28546,0.2825,0.36608,0.48486,,1.67745,0.002,0.05106,4.34823,4.67674,,2.104,2.1031,86848.83333,7579.58333,22119.41667,74839.83333,41708.0,36263.91667,5444.08333,41708.0,41710.16667,0.99994,1.44642,3.26798,6.0488,4.85027,3.78016,3.47382,9.24395,1.68572,33687.08333,93047.16667,288473.33333,504374.0,572835.41667,215900.66667,161739.08333,68461.41667,733775.16667,934022.41667,508310.08333,225465.08333,,,629582.25,736031.91667,502715.0,126867.08333,,,104192.58333,197990.58333,5594.91667,98597.75,,,501701.46634,7389625.0,0.8
2004-01-01,Single-family houses,112.42439345829396,104.8097385381745,103.26578428703017,106.49412787941095,112.5591306155973,107.75426860287168,35685.0,60180.0,79726.0,120188.0,73082.0,12902.0,40462.0,-2410.0,0.28546,0.2825,0.36608,0.48486,,1.67745,0.002,0.05106,4.34823,4.67674,,2.104,2.1031,86848.83333,7579.58333,22119.41667,74839.83333,41708.0,36263.91667,5444.08333,41708.0,41710.16667,0.99994,1.44642,3.26798,6.0488,4.85027,3.78016,3.47382,9.24395,1.68572,33687.08333,93047.16667,288473.33333,504374.0,572835.41667,215900.66667,161739.08333,68461.41667,733775.16667,934022.41667,508310.08333,225465.08333,,,629582.25,736031.91667,502715.0,126867.08333,,,104192.58333,197990.58333,5594.91667,98597.75,,,501701.46634,7389625.0,0.8
2005-01-01,Apartment buildings,,85.82482565929338,103.80975892923531,106.88310246758013,116.84349312340095,104.88059386313597,38437.0,61124.0,82090.0,118270.0,72903.0,11779.0,36180.0,-3933.0,0.67329,0.635,0.71183,0.80972,,3.64208,0.00325,0.05761,4.74292,4.75297,,2.20358,2.20333,77276.0,5945.91667,21014.0,62364.5,41871.41667,37061.66667,4809.75,41871.41667,41876.75,0.99984,2.13874,3.77542,-1.36701,-0.68583,4.47982,0.29226,-4.96471,44.61477,34409.08333,96550.75,284178.08333,500708.33333,598483.75,216530.25,153218.25,97775.41667,778301.75,998970.75,537468.91667,240833.0,,,656352.83333,772352.0,531727.75,124625.66667,,,121949.0,226618.75,5741.33333,116207.83333,,,520819.42618,7437115.0,1.175
2005-01-01,Privately owned apartments,125.22696492026614,113.31855684677434,103.80975892923531,106.88310246758013,116.84349312340095,104.88059386313597,38437.0,61124.0,82090.0,118270.0,72903.0,11779.0,36180.0,-3933.0,0.67329,0.635,0.71183,0.80972,,3.64208,0.00325,0.05761,4.74292,4.75297,,2.20358,2.20333,77276.0,5945.91667,21014.0,62364.5,41871.41667,37061.66667,4809.75,41871.41667,41876.75,0.99984,2.13874,3.77542,-1.36701,-0.68583,4.47982,0.29226,-4.96471,44.61477,34409.08333,96550.75,284178.08333,500708.33333,598483.75,216530.25,153218.25,97775.41667,778301.75,998970.75,537468.91667,240833.0,,,656352.83333,772352.0,531727.75,124625.66667,,,121949.0,226618.75,5741.33333,116207.83333,,,520819.42618,7437115.0,1.175
2005-01-01,Single-family houses,113.6337473821883,107.87792419901382,103.80975892923531,106.88310246758013,116.84349312340095,104.88059386313597,38437.0,61124.0,82090.0,118270.0,72903.0,11779.0,36180.0,-3933.0,0.67329,0.635,0.71183,0.80972,,3.64208,0.00325,0.05761,4.74292,4.75297,,2.20358,2.20333,77276.0,5945.91667,21014.0,62364.5,41871.41667,37061.66667,4809.75,41871.41667,41876.75,0.99984,2.13874,3.77542,-1.36701,-0.68583,4.47982,0.29226,-4.96471,44.61477,34409.08333,96550.75,284178.08333,500708.33333,598483.75,216530.25,153218.25,97775.41667,778301.75,998970.75,537468.91667,240833.0,,,656352.83333,772352.0,531727.75,124625.66667,,,121949.0,226618.75,5741.33333,116207.83333,,,520819.42618,7437115.0,1.175
2006-01-01,Apartment buildings,,89.33528504082676,104.80639543977111,107.70811710257253,120.65254049014216,107.2002993571972,46711.0,60283.0,88218.0,127586.0,73371.0,13088.0,39368.0,-2845.0,1.33429,1.33167,1.36108,1.55715,,5.22375,0.14458,0.31696,4.80154,4.87617,,3.13567,3.13623,76349.0,5258.75,20786.33333,59270.41667,43123.66667,38110.08333,5013.58333,43123.66667,43128.0,0.99993,2.3999,1.43815,-0.5749,-1.745,2.65649,-3.27319,-2.49903,25.07337,35235.25,97889.0,282449.08333,491898.66667,614317.16667,209449.58333,149324.83333,122418.5,842881.58333,1080352.25,580605.66667,262276.08333,,,708366.75,838883.41667,576405.16667,131961.83333,,,134514.91667,241468.91667,4200.58333,130314.0,,,554078.31005,7483934.0,1.075
2006-01-01,Privately owned apartments,126.99066944830034,120.0759828258568,104.80639543977111,107.70811710257253,120.65254049014216,107.2002993571972,46711.0,60283.0,88218.0,127586.0,73371.0,13088.0,39368.0,-2845.0,1.33429,1.33167,1.36108,1.55715,,5.22375,0.14458,0.31696,4.80154,4.87617,,3.13567,3.13623,76349.0,5258.75,20786.33333,59270.41667,43123.66667,38110.08333,5013.58333,43123.66667,43128.0,0.99993,2.3999,1.43815,-0.5749,-1.745,2.65649,-3.27319,-2.49903,25.07337,35235.25,97889.0,282449.08333,491898.66667,614317.16667,209449.58333,149324.83333,122418.5,842881.58333,1080352.25,580605.66667,262276.08333,,,708366.75,838883.41667,576405.16667,131961.83333,,,134514.91667,241468.91667,4200.58333,130314.0,,,554078.31005,7483934.0,1.075
2006-01-01,Single-family houses,116.45865743403832,113.34267726709281,104.80639543977111,107.70811710257253,120.65254049014216,107.2002993571972,46711.0,60283.0,88218.0,127586.0,73371.0,13088.0,39368.0,-2845.0,1.33429,1.33167,1.36108,1.55715,,5.22375,0.14458,0.31696,4.80154,4.87617,,3.13567,3.13623,76349.0,5258.75,20786.33333,59270.41667,43123.66667,38110.08333,5013.58333,43123.66667,43128.0,0.99993,2.3999,1.43815,-0.5749,-1.745,2.65649,-3.27319,-2.49903,25.07337,35235.25,97889.0,282449.08333,491898.66667,614317.16667,209449.58333,149324.83333,122418.5,842881.58333,1080352.25,580605.66667,262276.08333,,,708366.75,838883.41667,576405.16667,131961.83333,,,134514.91667,241468.91667,4200.58333,130314.0,,,554078.31005,7483934.0,1.075
2007-01-01,Apartment buildings,,93.1156652380285,108.29187173896004,107.14810291323266,123.73518946777058,106.8057709731714,43889.0,61089.0,90175.0,165634.0,74494.0,13405.0,75459.0,-4109.0,2.12445,2.165,2.16167,2.57243,,5.25577,0.53883,0.79844,5.71261,6.01636,,4.31267,4.313,80326.91667,4466.5,21748.91667,62344.58333,44197.75,38943.16667,5254.58333,44197.75,44198.08333,0.99998,2.04908,-5.85357,-4.79483,-6.10197,2.42606,-7.86633,-5.70191,37.05122,35955.75,92163.91667,268923.25,461930.0,629196.41667,193006.75,140803.58333,167266.41667,951046.25,1196855.0,645742.16667,305304.0,,,791986.0,928205.5,641734.41667,150251.83333,,,159060.5,268649.41667,4008.0,155052.41667,,,589474.12521,7551117.0,0.73333
2007-01-01,Privately owned apartments,130.15611776197932,129.14549633619524,108.29187173896004,107.14810291323266,123.73518946777058,106.8057709731714,43889.0,61089.0,90175.0,165634.0,74494.0,13405.0,75459.0,-4109.0,2.12445,2.165,2.16167,2.57243,,5.25577,0.53883,0.79844,5.71261,6.01636,,4.31267,4.313,80326.91667,4466.5,21748.91667,62344.58333,44197.75,38943.16667,5254.58333,44197.75,44198.08333,0.99998,2.04908,-5.85357,-4.79483,-6.10197,2.42606,-7.86633,-5.70191,37.05122,35955.75,92163.91667,268923.25,461930.0,629196.41667,193006.75,140803.58333,167266.41667,951046.25,1196855.0,645742.16667,305304.0,,,791986.0,928205.5,641734.41667,150251.83333,,,159060.5,268649.41667,4008.0,155052.41667,,,589474.12521,7551117.0,0.73333
2007-01-01,Single-family houses,118.85988892271129,120.44622740048639,108.29187173896004,107.14810291323266,123.73518946777058,106.8057709731714,43889.0,61089.0,90175.0,165634.0,74494.0,13405.0,75459.0,-4109.0,2.12445,2.165,2.16167,2.57243,,5.25577,0.53883,0.79844,5.71261,6.01636,,4.31267,4.313,80326.91667,4466.5,21748.91667,62344.58333,44197.75,38943.16667,5254.58333,44197.75,44198.08333,0.99998,2.04908,-5.85357,-4.79483,-6.10197,2.42606,-7.86633,-5.70191,37.05122,35955.75,92163.91667,268923.25,461930.0,629196.41667,193006.75,140803.58333,167266.41667,951046.25,1196855.0,645742.16667,305304.0,,,791986.0,928205.5,641734.41667,150251.83333,,,159060.5,268649.41667,4008.0,155052.41667,,,589474.12521,7551117.0,0.73333
2008-01-01,Apartment buildings,,92.60359753151687,108.73736900904598,107.98808396520909,128.93638687378723,107.41327066551113,44365.0,61233.0,86130.0,184297.0,76691.0,15458.0,98167.0,-5263.0,1.50182,1.5775,1.15292,2.48347,,2.79115,0.47217,0.91904,4.60043,5.44469,,4.57217,4.57229,82597.16667,3772.5,33197.41667,70005.16667,49561.91667,41306.16667,8255.75,49561.91667,49560.16667,0.99902,4.25968,-1.20047,1.55173,-1.0492,2.62036,-4.70753,2.6686,13.7706,37502.91667,91018.58333,273078.16667,456827.5,645677.0,183749.33333,144556.66667,188849.5,1007108.75,1249103.58333,668074.25,339034.41667,,,834901.08333,972725.16667,663603.66667,171297.66667,,,172207.66667,276378.33333,4470.75,167737.0,,,614039.78268,7647675.0,2.43333
2008-01-01,Privately owned apartments,135.5107307006537,136.56189468256193,108.73736900904598,107.98808396520909,128.93638687378723,107.41327066551113,44365.0,61233.0,86130.0,184297.0,76691.0,15458.0,98167.0,-5263.0,1.50182,1.5775,1.15292,2.48347,,2.79115,0.47217,0.91904,4.60043,5.44469,,4.57217,4.57229,82597.16667,3772.5,33197.41667,70005.16667,49561.91667,41306.16667,8255.75,49561.91667,49560.16667,0.99902,4.25968,-1.20047,1.55173,-1.0492,2.62036,-4.70753,2.6686,13.7706,37502.91667,91018.58333,273078.16667,456827.5,645677.0,183749.33333,144556.66667,188849.5,1007108.75,1249103.58333,668074.25,339034.41667,,,834901.08333,972725.16667,663603.66667,171297.66667,,,172207.66667,276378.33333,4470.75,167737.0,,,614039.78268,7647675.0,2.43333
2008-01-01,Single-family houses,122.05189619332815,127.3131196224142,108.73736900904598,107.98808396520909,128.93638687378723,107.41327066551113,44365.0,61233.0,86130.0,184297.0,76691.0,15458.0,98167.0,-5263.0,1.50182,1.5775,1.15292,2.48347,,2.79115,0.47217,0.91904,4.60043,5.44469,,4.57217,4.57229,82597.16667,3772.5,33197.41667,70005.16667,49561.91667,41306.16667,8255.75,49561.91667,49560.16667,0.99902,4.25968,-1.20047,1.55173,-1.0492,2.62036,-4.70753,2.6686,13.7706,37502.91667,91018.58333,273078.16667,456827.5,645677.0,183749.33333,144556.66667,188849.5,1007108.75,1249103.58333,668074.25,339034.41667,,,834901.08333,972725.16667,663603.66667,171297.66667,,,172207.66667,276378.33333,4470.75,167737.0,,,614039.78268,7647675.0,2.43333
2009-01-01,Apartment buildings,,97.05133836586033,100.33725611009108,112.26528379452054,133.5103793890114,111.04809232080788,43440.0,62476.0,86036.0,160623.0,78286.0,15810.0,74587.0,-6447.0,0.03475,0.04167,0.0,0.36251,,0.65081,0.107,0.45763,0.54736,1.14229,,1.14667,1.12701,106655.5,5505.83333,40049.75,53124.0,99087.08333,45346.33333,53740.75,99087.08333,99090.16667,1.00042,11.38278,20.85388,38.6168,33.56036,5.79945,26.23734,57.20477,-60.44406,41702.66667,109914.25,377199.08333,608997.08333,683092.58333,231798.0,225582.16667,74095.5,984429.75,1225798.66667,700892.0,283537.75,137489.9,142041.8,867512.91667,1013065.16667,696381.58333,171131.33333,56728.2,113591.3,116916.91667,212733.75,4510.33333,112406.58333,80761.6,28450.3,602688.11551,7743831.0,-0.48333
2009-01-01,Privately owned apartments,144.2114783102576,140.57034502096158,100.33725611009108,112.26528379452054,133.5103793890114,111.04809232080788,43440.0,62476.0,86036.0,160623.0,78286.0,15810.0,74587.0,-6447.0,0.03475,0.04167,0.0,0.36251,,0.65081,0.107,0.45763,0.54736,1.14229,,1.14667,1.12701,106655.5,5505.83333,40049.75,53124.0,99087.08333,45346.33333,53740.75,99087.08333,99090.16667,1.00042,11.38278,20.85388,38.6168,33.56036,5.79945,26.23734,57.20477,-60.44406,41702.66667,109914.25,377199.08333,608997.08333,683092.58333,231798.0,225582.16667,74095.5,984429.75,1225798.66667,700892.0,283537.75,137489.9,142041.8,867512.91667,1013065.16667,696381.58333,171131.33333,56728.2,113591.3,116916.91667,212733.75,4510.33333,112406.58333,80761.6,28450.3,602688.11551,7743831.0,-0.48333
2009-01-01,Single-family houses,128.2039769040978,128.86389811463042,100.33725611009108,112.26528379452054,133.5103793890114,111.04809232080788,43440.0,62476.0,86036.0,160623.0,78286.0,15810.0,74587.0,-6447.0,0.03475,0.04167,0.0,0.36251,,0.65081,0.107,0.45763,0.54736,1.14229,,1.14667,1.12701,106655.5,5505.83333,40049.75,53124.0,99087.08333,45346.33333,53740.75,99087.08333,99090.16667,1.00042,11.38278,20.85388,38.6168,33.56036,5.79945,26.23734,57.20477,-60.44406,41702.66667,109914.25,377199.08333,608997.08333,683092.58333,231798.0,225582.16667,74095.5,984429.75,1225798.66667,700892.0,283537.75,137489.9,142041.8,867512.91667,1013065.16667,696381.58333,171131.33333,56728.2,113591.3,116916.91667,212733.75,4510.33333,112406.58333,80761.6,28450.3,602688.11551,7743831.0,-0.48333
